Trajectories
100
,,WRAPS2_Chawin:P_Top_R,,,WRAPS2_Chawin:P_Front_L,,,WRAPS2_Chawin:P_Top_L,,,WRAPS2_Chawin:P_Back_L,,,WRAPS2_Chawin:P_Hip_R,,,WRAPS2_Chawin:P_ASIS_R,,,WRAPS2_Chawin:P_ASIS_L,,,WRAPS2_Chawin:P_Hip_L,,,WRAPS2_Chawin:T_Front_R,,,WRAPS2_Chawin:T_Front_L,,,WRAPS2_Chawin:T_Side_L,,,WRAPS2_Chawin:T_SternalNotch,,,WRAPS2_Chawin:T_C7,,,WRAPS2_Chawin:T_T8_Top,,,WRAPS2_Chawin:T_T8_L,,,WRAPS2_Chawin:T_T8_R,,,WRAPS2_Chawin:T_Xyphoid,,,WRAPS2_Chawin:H_Ear_R,,,WRAPS2_Chawin:H_Forehead,,,WRAPS2_Chawin:H_Ear_L,,,WRAPS2_Chawin:H_Occiput,,,WRAPS2_Chawin:H_Vertex,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
10,0,244.608,419.124,236.239,7.92492,540.045,221.038,-145.962,422.785,238.219,-12.1895,284.789,219.302,238.769,419.213,138.965,184.361,537.579,157.012,-82.2712,540.835,155.398,-139.538,421.838,146.64,99.4979,559.06,480.503,-26.2947,561.083,526.16,-122.16,542.159,460.951,46.4256,489.203,571.377,57.3966,355.713,625.22,56.1081,282.338,486.739,7.68437,265.106,372.541,104.785,270.346,371.705,40.6501,562.662,404.722,143.081,502.682,772.964,52.5952,599.977,821.895,-34.1242,497.302,775.244,35.7091,388.981,752.51,48.87,442.99,864.829
11,0,244.592,419.089,236.212,7.88705,540.02,221.094,-145.97,422.692,238.22,-12.1745,284.744,219.296,238.724,419.205,138.941,184.335,537.556,156.988,-82.308,540.791,155.454,-139.552,421.769,146.582,99.4513,559.022,480.544,-26.3425,561.047,526.201,-122.197,542.136,460.981,46.3487,489.221,571.419,57.3578,355.635,625.201,56.098,282.296,486.752,7.68511,265.079,372.558,104.77,270.322,371.718,40.6106,562.65,404.759,143.029,502.588,773.012,52.529,599.812,821.977,-34.1738,497.196,775.279,35.6833,388.877,752.468,48.82,442.837,864.853
12,0,244.615,419.087,236.246,7.89746,539.912,221.063,-145.974,422.63,238.211,-12.1551,284.713,219.236,238.8,419.253,139.026,184.318,537.553,157.035,-82.3167,540.719,155.478,-139.559,421.704,146.551,99.4206,558.998,480.607,-26.3725,561.008,526.23,-122.217,542.101,461.005,46.3409,489.196,571.481,57.3345,355.573,625.18,56.0886,282.265,486.786,7.68057,265.071,372.581,104.811,269.985,372.387,40.5751,562.664,404.808,143.002,502.464,773.045,52.5032,599.701,822.049,-34.2056,497.085,775.309,35.6589,388.793,752.432,48.7828,442.673,864.865
13,0,244.626,419.067,236.235,7.89866,539.845,221.087,-145.978,422.569,238.199,-12.1571,284.663,219.167,238.841,419.257,139.034,184.309,537.549,157.079,-82.3308,540.671,155.521,-139.552,421.651,146.535,99.3909,558.983,480.659,-26.4106,560.971,526.264,-122.244,542.062,461.016,46.3178,489.212,571.522,57.308,355.524,625.163,56.0808,282.238,486.809,7.67833,265.054,372.572,104.75,270.282,371.764,40.5521,562.664,404.854,142.967,502.343,773.067,52.458,599.56,822.14,-34.2434,496.966,775.333,35.5993,388.674,752.396,48.7467,442.485,864.848
14,0,244.623,419.027,236.204,7.87881,539.806,221.135,-145.98,422.508,238.184,-12.148,284.618,219.123,238.817,419.238,139.01,184.307,537.535,157.091,-82.3479,540.635,155.577,-139.56,421.606,146.53,99.3585,558.969,480.69,-26.4542,560.952,526.285,-122.281,542.04,461.03,46.2673,489.221,571.554,57.2767,355.479,625.143,56.0707,282.211,486.825,7.67079,265.036,372.555,104.751,270.261,371.776,40.5226,562.66,404.87,142.903,502.217,773.091,52.4219,599.423,822.249,-34.278,496.824,775.354,35.5607,388.571,752.314,48.7028,442.323,864.835
15,0,244.623,418.993,236.198,7.86261,539.764,221.163,-146.008,422.479,238.189,-12.1154,284.583,219.048,238.807,419.22,138.991,184.305,537.509,157.095,-82.3685,540.596,155.6,-139.571,421.559,146.501,99.3211,558.958,480.708,-26.4993,560.937,526.302,-122.314,542.016,461.035,46.2396,489.237,571.571,57.2489,355.448,625.136,56.059,282.204,486.846,7.67055,265.032,372.589,104.747,270.252,371.83,40.4814,562.677,404.891,142.862,502.114,773.136,52.3558,599.268,822.362,-34.3425,496.701,775.374,35.522,388.502,752.259,48.6516,442.154,864.812
16,0,244.612,418.956,236.171,7.86107,539.723,221.194,-146.005,422.398,238.156,-12.0844,284.524,218.994,238.815,419.228,138.984,184.298,537.505,157.137,-82.3676,540.559,155.619,-139.561,421.505,146.457,99.2929,558.964,480.732,-26.5374,560.933,526.318,-122.34,542.004,461.038,46.2097,489.255,571.6,57.2263,355.414,625.134,56.0495,282.192,486.849,7.6659,265.025,372.563,104.736,270.245,371.844,40.4555,562.711,404.911,142.821,502.012,773.231,52.3024,599.102,822.488,-34.4049,496.609,775.401,35.4571,388.402,752.24,48.5885,441.967,864.804
17,0,244.598,418.934,236.186,7.85426,539.683,221.225,-145.995,422.377,238.168,-12.0653,284.487,218.928,238.796,419.183,138.979,184.297,537.495,157.167,-82.374,540.544,155.648,-139.558,421.466,146.45,99.268,558.962,480.743,-26.5691,560.933,526.328,-122.365,542.005,461.044,46.1607,489.308,571.644,57.1945,355.402,625.119,56.0349,282.186,486.861,7.65995,265.021,372.562,104.742,270.247,371.849,40.4365,562.75,404.941,142.79,501.906,773.311,52.2676,598.933,822.62,-34.4527,496.519,775.426,35.4055,388.321,752.199,48.5217,441.801,864.786
18,0,244.589,418.853,236.142,7.84789,539.649,221.256,-146.003,422.376,238.169,-12.0658,284.444,218.893,238.801,419.159,138.968,184.3,537.458,157.174,-82.3764,540.498,155.677,-139.563,421.452,146.471,99.2411,558.979,480.764,-26.6064,560.937,526.348,-122.392,542.001,461.044,46.1098,489.357,571.665,57.1763,355.385,625.113,56.0313,282.182,486.869,7.66106,265.014,372.576,104.738,270.248,371.862,40.415,562.767,404.954,142.745,501.808,773.366,52.239,598.819,822.74,-34.4883,496.44,775.447,35.3566,388.247,752.188,48.4635,441.622,864.764
19,0,244.608,418.805,236.16,7.86279,539.586,221.258,-145.982,422.319,238.179,-12.0463,284.405,218.857,238.864,419.157,139.034,184.293,537.412,157.163,-82.3652,540.476,155.718,-139.559,421.423,146.46,99.2402,558.97,480.764,-26.6207,560.934,526.352,-122.405,541.992,461.042,46.0776,489.41,571.688,57.1567,355.372,625.105,56.0233,282.18,486.883,7.64736,265.006,372.607,104.725,270.24,371.867,40.4077,562.776,404.959,142.717,501.699,773.408,52.2031,598.701,822.861,-34.52,496.383,775.472,35.3063,388.162,752.166,48.4293,441.458,864.733
