Trajectories
100
,,WRAPS2_Chawin:P_Top_R,,,WRAPS2_Chawin:P_Front_L,,,WRAPS2_Chawin:P_Top_L,,,WRAPS2_Chawin:P_Back_L,,,WRAPS2_Chawin:P_Hip_R,,,WRAPS2_Chawin:P_ASIS_R,,,WRAPS2_Chawin:P_ASIS_L,,,WRAPS2_Chawin:P_Hip_L,,,WRAPS2_Chawin:T_Front_R,,,WRAPS2_Chawin:T_Front_L,,,WRAPS2_Chawin:T_Side_L,,,WRAPS2_Chawin:T_SternalNotch,,,WRAPS2_Chawin:T_C7,,,WRAPS2_Chawin:T_T8_Top,,,WRAPS2_Chawin:T_T8_L,,,WRAPS2_Chawin:T_T8_R,,,WRAPS2_Chawin:T_Xyphoid,,,WRAPS2_Chawin:H_Ear_R,,,WRAPS2_Chawin:H_Forehead,,,WRAPS2_Chawin:H_Ear_L,,,WRAPS2_Chawin:H_Occiput,,,WRAPS2_Chawin:H_Vertex,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
20,0,264.216,347.878,240.935,31.611,476.339,220.653,-126.74,364.97,239.597,3.18133,221.605,225.432,263.695,358.019,137.008,208.269,466.2,158.302,-58.0295,478.011,154.077,,,,123.04,499.632,490.604,-1.6537,507.336,538.87,-99.1787,490.99,476.02,68.9471,436.597,570.549,76.1175,303.496,625.454,70.4161,227.667,501.963,18.8068,208.822,389.868,115.954,210.409,387.082,66.1897,507.063,399.238,169.452,437.688,775.883,81.6192,535.74,828.615,-7.99924,436.119,780.64,59.3311,327.087,753.68,75.4645,377.39,867.72
21,0,264.227,347.904,240.932,31.6068,476.356,220.64,-126.748,364.993,239.606,3.1853,221.62,225.42,263.69,358.018,137.016,208.265,466.217,158.319,-58.0365,478.019,154.071,,,,123.032,499.666,490.582,-1.65269,507.358,538.853,-99.1864,490.995,476.017,68.9318,436.603,570.551,76.1479,303.539,625.446,70.4453,227.689,501.968,18.8453,208.826,389.872,115.974,210.026,387.81,66.1706,507.103,399.226,169.455,437.712,775.875,81.6217,535.732,828.633,-7.99258,436.119,780.641,59.3565,327.095,753.648,75.4828,377.37,867.693
22,0,264.209,347.911,240.937,31.5996,476.375,220.633,-126.746,364.996,239.591,3.18163,221.614,225.433,263.66,357.986,136.967,208.26,466.204,158.294,-58.0441,478.007,154.053,,,,123.024,499.688,490.555,-1.65838,507.376,538.847,-99.1972,490.985,476.03,68.9363,436.61,570.548,76.1682,303.574,625.47,70.4783,227.69,501.991,18.8586,208.815,389.901,115.987,210.027,387.823,66.1554,507.104,399.213,169.461,437.718,775.855,81.6268,535.731,828.652,-7.97138,436.115,780.647,59.3805,327.103,753.618,75.5037,377.355,867.68
23,0,264.214,347.919,240.938,31.5958,476.407,220.626,-126.739,364.994,239.575,3.18117,221.63,225.441,263.66,357.984,136.98,208.259,466.206,158.284,-58.0493,478.013,154.045,,,,123.013,499.713,490.538,-1.66128,507.388,538.836,-99.2071,490.97,476.023,68.9423,436.622,570.517,76.1907,303.605,625.486,70.5053,227.709,502.013,18.8783,208.801,389.951,116.026,210.453,387.088,66.1426,507.095,399.192,169.467,437.735,775.825,81.6378,535.733,828.667,-7.94762,436.116,780.644,59.3973,327.123,753.598,75.5348,377.348,867.656
24,0,264.222,347.91,240.921,31.6061,476.435,220.598,-126.731,364.997,239.546,3.17595,221.633,225.494,263.682,357.988,137.008,208.279,466.204,158.241,-58.0332,477.992,153.987,,,,123.007,499.726,490.504,-1.65751,507.389,538.822,-99.2068,490.944,476.003,68.9401,436.614,570.517,76.217,303.631,625.493,70.5383,227.72,502.027,18.9093,208.786,389.975,116.061,210.442,387.092,66.1418,507.088,399.158,169.489,437.752,775.803,81.6515,535.743,828.665,-7.92435,436.127,780.644,59.4222,327.132,753.595,75.5806,377.34,867.635
25,0,264.239,347.917,240.913,31.6007,476.461,220.553,-126.744,365.011,239.525,3.1768,221.651,225.498,263.716,357.993,137.042,208.294,466.177,158.178,-58.0281,477.977,153.932,,,,123.011,499.73,490.479,-1.65917,507.379,538.796,-99.2152,490.906,475.998,68.9336,436.597,570.506,76.2367,303.656,625.518,70.5631,227.73,502.066,18.938,208.773,390.008,116.092,210.438,387.134,66.14,507.058,399.119,169.52,437.78,775.793,81.6644,535.753,828.661,-7.9097,436.132,780.653,59.4486,327.148,753.592,75.6166,377.347,867.628
26,0,264.229,347.956,240.909,31.5969,476.507,220.515,-126.743,365.043,239.524,3.17417,221.687,225.535,263.708,357.994,137.01,208.318,466.19,158.144,-58.0147,477.986,153.897,,,,123.008,499.736,490.461,-1.66557,507.379,538.786,-99.2154,490.886,475.998,68.9369,436.583,570.512,76.2507,303.672,625.528,70.5914,227.746,502.075,18.9675,208.77,390.031,116.09,210.065,387.89,66.1454,507.039,399.091,169.54,437.823,775.779,81.6784,535.781,828.644,-7.88787,436.148,780.649,59.482,327.171,753.578,75.6533,377.377,867.619
27,0,264.229,347.971,240.892,31.594,476.549,220.481,-126.734,365.078,239.527,3.15931,221.726,225.623,263.62,358.576,138.508,208.299,466.2,158.114,-58.0203,478.01,153.864,,,,122.994,499.752,490.46,-1.67254,507.38,538.795,-99.2234,490.871,476.004,68.9311,436.565,570.522,76.271,303.691,625.546,70.6107,227.758,502.105,18.9782,208.771,390.046,116.111,210.067,387.927,66.1275,507.03,399.096,169.562,437.869,775.774,81.6916,535.817,828.64,-7.86089,436.17,780.645,59.526,327.211,753.567,75.6833,377.415,867.627
28,0,264.218,348.026,240.904,31.587,476.604,220.458,-126.727,365.107,239.518,3.15687,221.771,225.739,263.69,358.009,136.997,208.282,466.22,158.096,-58.0338,478.019,153.821,,,,122.981,499.762,490.455,-1.68137,507.382,538.799,-99.238,490.867,476.028,68.9322,436.53,570.51,76.2929,303.711,625.556,70.6374,227.772,502.102,18.9976,208.773,390.069,116.126,210.092,387.925,66.0975,507.029,399.096,169.589,437.927,775.771,81.7072,535.864,828.618,-7.84152,436.2,780.646,59.5607,327.258,753.551,75.7082,377.469,867.629
29,0,264.218,348.122,240.936,31.5931,476.664,220.408,-126.732,365.162,239.524,3.14806,221.8,225.757,263.68,358.014,137.01,208.286,466.246,158.063,-58.0186,478.048,153.762,,,,122.976,499.781,490.449,-1.68792,507.397,538.802,-99.2517,490.869,476.035,68.9256,436.512,570.529,76.3107,303.734,625.57,70.6643,227.777,502.102,19.0246,208.778,390.076,116.144,210.094,387.92,66.0768,507.037,399.094,169.612,437.968,775.761,81.7291,535.912,828.596,-7.81969,436.238,780.636,59.5909,327.308,753.533,75.7373,377.539,867.621
