Devices
1000
,,Seat Plate - Force,,,Seat Plate - Moment,,,Seat Plate - CoP,,,Foot Plate - Force,,,Foot Plate - Moment,,,Foot Plate - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
4,2,-8.70575,-0.199887,-591.75,-214884,4997.08,6134.22,58.4446,441.747,7.86,2.38556,5.39093,-159.243,-369.231,-1698.49,2500.07,85.334,787.319,-478
4,3,-9.92645,4.68293,-592.36,-215982,4813.98,5172.91,58.1268,443.228,7.86,4.82697,0.813295,-154.97,-460.784,4069.34,2362.75,122.259,787.973,-478
4,4,-9.01092,-0.505063,-591.14,-211313,6187.27,4348.94,60.4667,436.082,7.86,1.77521,0.508119,-159.243,-735.442,-2247.8,3736.04,81.8844,789.618,-478
4,5,-9.01092,-0.199887,-589.308,-214609,4905.53,4623.6,58.3242,442.786,7.86,3.30109,-1.32294,-159.243,-643.889,-1149.17,1538.77,88.7835,789.043,-478
4,6,-10.5368,-0.199887,-591.75,-214334,4813.98,5310.24,58.1352,440.819,7.86,3.91144,1.11847,-161.074,-186.126,-2522.46,2362.75,80.3397,786.156,-478
4,7,-6.26434,3.15705,-593.581,-215433,5088.64,6408.87,58.5728,441.553,7.86,5.43732,-0.712584,-152.529,-643.889,-1973.14,852.125,83.0638,789.221,-478
4,8,-9.3161,-0.199887,-592.36,-209116,5363.29,5859.56,59.0541,431.636,7.86,4.21662,0.508119,-159.243,363.191,-3071.78,1950.76,76.7101,782.719,-478
4,9,-8.70575,-1.11541,-590.529,-215433,5454.85,5447.57,59.2372,443.428,7.86,5.13214,0.202943,-158.022,-552.336,-1973.14,1813.43,83.5135,788.495,-478
5,0,-9.01092,1.02082,-592.971,-215433,4905.53,5447.57,58.2728,441.926,7.86,3.60626,1.11847,-164.736,-186.126,-1973.14,2225.42,84.0224,786.13,-478
5,1,-6.26434,1.93634,-591.14,-215158,4722.43,6134.22,57.9887,442.587,7.86,7.87873,-1.01776,-160.463,-1650.97,-2247.8,1813.43,81.9918,795.289,-478
5,2,-10.2316,-0.199887,-586.257,-213785,4905.53,3936.95,58.3676,443.276,7.86,4.52179,0.508119,-162.905,-369.231,-4170.41,2088.09,70.3997,787.267,-478
5,3,-10.2316,-0.199887,-591.14,-212961,4813.98,5310.24,58.1436,438.87,7.86,3.91144,0.202943,-159.853,-460.784,-1973.14,1264.11,83.6565,787.883,-478
5,4,-9.3161,-0.505063,-589.919,-214884,4722.43,5722.23,58.0052,442.875,7.86,0.554506,-0.102233,-158.632,-369.231,-2797.12,2225.42,78.3673,787.328,-478
5,5,-9.3161,0.410464,-597.243,-214609,4539.32,5310.24,57.6005,437.948,7.86,2.69074,-1.93329,-158.632,-1650.97,2970.7,1950.76,114.727,795.408,-478
5,6,-9.92645,-1.11541,-591.14,-214884,6645.03,5172.91,61.2411,442.122,7.86,3.30109,1.72882,-159.853,-277.678,-1149.17,2774.73,88.8111,786.737,-478
5,7,-9.92645,0.410465,-591.75,-215158,4905.53,5447.57,58.2899,442.212,7.86,3.91144,1.72882,-157.411,-643.889,-325.194,2088.09,93.9341,789.091,-478
5,8,-9.92645,0.410465,-591.75,-215158,4722.43,5722.23,57.9804,442.212,7.86,4.82697,3.86505,-158.022,-460.784,-1698.49,2500.07,85.2516,787.916,-478
5,9,-9.92645,3.46222,-590.529,-214609,5180.19,5172.91,58.7721,442.033,7.86,3.91144,0.813295,-152.529,-460.784,2421.39,2362.75,111.875,788.021,-478
