Trajectories
100
,,WRAPS2_Chawin:P_Top_R,,,WRAPS2_Chawin:P_Front_L,,,WRAPS2_Chawin:P_Top_L,,,WRAPS2_Chawin:P_Back_L,,,WRAPS2_Chawin:P_Hip_R,,,WRAPS2_Chawin:P_ASIS_R,,,WRAPS2_Chawin:P_ASIS_L,,,WRAPS2_Chawin:P_Hip_L,,,WRAPS2_Chawin:T_Front_R,,,WRAPS2_Chawin:T_Front_L,,,WRAPS2_Chawin:T_Side_L,,,WRAPS2_Chawin:T_SternalNotch,,,WRAPS2_Chawin:T_C7,,,WRAPS2_Chawin:T_T8_Top,,,WRAPS2_Chawin:T_T8_L,,,WRAPS2_Chawin:T_T8_R,,,WRAPS2_Chawin:T_Xyphoid,,,WRAPS2_Chawin:H_Ear_R,,,WRAPS2_Chawin:H_Forehead,,,WRAPS2_Chawin:H_Ear_L,,,WRAPS2_Chawin:H_Occiput,,,WRAPS2_Chawin:H_Vertex,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
10,0,248.228,348.765,233.85,21.4597,487.758,219.259,-141.094,381.503,233.957,-18.4032,234.438,215.538,242.469,353.091,141.798,197.32,472.266,155.827,-68.3496,495.535,153.056,,,,114.542,504.094,480.883,-9.87794,513.377,529.576,-107.869,503.439,465.92,54.8003,441.276,572.075,56.6034,303.045,621.624,52.5921,231.353,481.505,0.610756,220.582,367.079,97.8608,219.288,364.227,55.3497,511.786,405.511,157.022,426.839,777.4,74.3493,523.817,839.104,-20.459,432.661,785.139,41.469,323.048,749.267,61.3378,364.158,865.643
11,0,248.235,348.744,233.828,21.46,487.737,219.265,-141.178,381.864,233.768,-18.4053,234.411,215.52,242.445,353.087,141.756,197.315,472.27,155.824,-68.3596,495.505,153.056,,,,114.567,504.046,480.89,-9.86245,513.323,529.572,-107.853,503.388,465.921,54.7989,441.241,572.114,56.6379,303.001,621.606,52.6072,231.317,481.492,0.623827,220.538,367.078,97.8894,219.256,364.204,55.3604,511.736,405.51,157.063,426.772,777.411,74.3877,523.733,839.129,-20.4744,432.736,785.034,41.4697,322.974,749.254,61.3566,364.07,865.637
12,0,248.248,348.73,233.807,21.4773,487.663,219.235,-141.192,381.841,233.799,-18.3951,234.392,215.553,242.485,353.036,141.735,197.323,472.25,155.807,-68.3589,495.462,153.059,,,,114.579,503.981,480.886,-9.83883,513.249,529.585,-107.833,503.329,465.931,54.8175,441.135,572.134,56.6802,302.953,621.604,52.6226,231.27,481.499,0.641875,220.501,367.06,97.906,219.218,364.198,55.3829,511.67,405.507,157.143,426.682,777.448,74.4289,523.649,839.154,-20.3986,432.551,785.158,41.4773,322.898,749.281,61.3861,363.969,865.639
13,0,248.284,348.717,233.804,21.4913,487.59,219.206,-141.211,381.801,233.819,-18.3839,234.375,215.579,242.561,353.028,141.73,197.337,472.219,155.805,-68.3497,495.403,153.033,,,,114.61,503.905,480.882,-9.81186,513.176,529.594,-107.791,503.347,465.925,54.6338,440.997,572.441,56.7069,302.897,621.608,52.631,231.224,481.478,0.662567,220.457,367.078,97.9368,219.195,364.189,55.4049,511.608,405.507,157.182,426.634,777.475,74.4684,523.568,839.167,-20.3731,432.482,785.164,41.4978,322.831,749.286,61.4043,363.897,865.651
14,0,248.315,348.687,233.801,21.4989,487.575,219.22,-141.21,381.792,233.831,-18.3916,234.348,215.556,242.592,353.003,141.713,197.361,472.179,155.785,-68.3427,495.403,153.047,,,,114.642,503.854,480.886,-9.78827,513.124,529.61,-107.776,503.203,465.94,54.8428,440.981,572.166,56.7343,302.848,621.607,52.6499,231.185,481.443,0.68621,220.415,367.039,97.9584,219.164,364.124,55.4237,511.576,405.524,157.212,426.583,777.498,74.4999,523.5,839.162,-20.3457,432.417,785.166,41.5219,322.765,749.278,61.4263,363.838,865.653
15,0,248.319,348.675,233.787,21.4959,487.55,219.222,-141.2,381.764,233.821,-18.3869,234.335,215.552,242.583,352.955,141.712,197.358,472.165,155.794,-68.3442,495.388,153.059,,,,114.651,503.811,480.902,-9.77083,513.076,529.628,-107.763,503.157,465.967,54.8721,440.942,572.192,56.7636,302.799,621.626,52.6732,231.127,481.449,0.710135,220.38,367.045,97.9691,219.14,364.09,55.4331,511.528,405.533,157.228,426.515,777.508,74.5211,523.445,839.17,-20.3159,432.359,785.173,41.5505,322.705,749.292,61.4412,363.779,865.665
16,0,248.289,348.659,233.794,21.4931,487.549,219.242,-141.198,381.749,233.814,-18.3792,234.306,215.605,242.567,352.958,141.726,197.344,472.183,155.818,-68.3469,495.383,153.081,,,,114.647,503.777,480.923,-9.75379,513.034,529.648,-107.746,503.185,465.991,54.8862,440.89,572.214,56.7949,302.745,621.637,52.7054,231.075,481.433,0.736181,220.337,367.039,97.987,219.099,364.114,55.4362,511.494,405.554,157.233,426.46,777.502,74.5298,523.398,839.171,-20.2902,432.302,785.175,41.5809,322.634,749.339,61.4643,363.728,865.676
17,0,248.259,348.657,233.805,21.4837,487.554,219.279,-141.131,381.431,234.024,-18.3785,234.293,215.57,242.505,352.989,141.735,197.325,472.202,155.837,-68.3568,495.378,153.105,,,,114.644,503.75,480.934,-9.74723,512.99,529.67,-107.742,503.153,466.007,54.7316,440.791,572.508,56.8278,302.693,621.635,52.7283,231.009,481.407,0.760052,220.294,367.025,97.9997,219.048,364.114,55.4338,511.473,405.577,157.238,426.424,777.495,74.5445,523.353,839.169,-20.2667,432.235,785.185,41.6249,322.584,749.339,61.4895,363.675,865.684
18,0,248.233,348.647,233.786,21.4676,487.568,219.309,-141.18,381.712,233.81,-18.3752,234.288,215.516,242.472,353.009,141.727,197.317,472.189,155.851,-68.3712,495.367,153.108,,,,114.646,503.72,480.941,-9.73559,512.939,529.684,-107.739,503.089,466.027,54.9324,440.805,572.237,56.8678,302.636,621.615,52.7654,230.961,481.388,0.761539,220.258,367.012,98.0227,219.02,364.064,55.4321,511.433,405.579,157.246,426.398,777.49,74.559,523.318,839.169,-20.2315,432.164,785.188,41.6724,322.541,749.314,61.5302,363.63,865.687
19,0,248.245,348.618,233.79,21.4791,487.563,219.336,-141.194,381.697,233.859,-18.3767,234.273,215.543,242.478,353.012,141.738,197.327,472.173,155.848,-68.3486,495.377,153.133,,,,114.658,503.683,480.94,-9.71166,512.888,529.691,-107.726,503.038,466.05,54.9604,440.735,572.227,56.9088,302.57,621.592,52.7951,230.908,481.387,0.789849,220.213,367.004,98.0345,218.973,364.077,55.4385,511.398,405.59,157.279,426.36,777.477,74.5794,523.275,839.167,-20.1904,432.097,785.189,41.7252,322.481,749.337,61.5843,363.583,865.693
