Trajectories
100
,,WRAPS2_Chawin:P_Top_R,,,WRAPS2_Chawin:P_Front_L,,,WRAPS2_Chawin:P_Top_L,,,WRAPS2_Chawin:P_Back_L,,,WRAPS2_Chawin:P_Hip_R,,,WRAPS2_Chawin:P_ASIS_R,,,WRAPS2_Chawin:P_ASIS_L,,,WRAPS2_Chawin:P_Hip_L,,,WRAPS2_Chawin:T_Front_R,,,WRAPS2_Chawin:T_Front_L,,,WRAPS2_Chawin:T_Side_L,,,WRAPS2_Chawin:T_SternalNotch,,,WRAPS2_Chawin:T_C7,,,WRAPS2_Chawin:T_T8_Top,,,WRAPS2_Chawin:T_T8_L,,,WRAPS2_Chawin:T_T8_R,,,WRAPS2_Chawin:T_Xyphoid,,,WRAPS2_Chawin:H_Ear_R,,,WRAPS2_Chawin:H_Forehead,,,WRAPS2_Chawin:H_Ear_L,,,WRAPS2_Chawin:H_Occiput,,,WRAPS2_Chawin:H_Vertex,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
20,0,268.671,343.408,242.308,35.4276,470.111,220.199,-122.475,357.797,238.247,8.31906,215.229,224.86,268.11,352.89,135.068,212.574,460.64,158.89,-53.8207,471.102,153.005,-115.058,350.199,145.02,125.163,502.447,487.346,0.133662,509.801,534.849,-96.8214,489.376,472.329,71.2843,444.022,568.002,79.5026,311.334,630.596,77.1103,229.443,508.523,26.1552,205.666,397.496,123.223,208.416,395.32,69.0015,506.745,395.632,167.858,426.428,775.867,79.0267,514.062,844.485,-10.2693,424.155,778.737,57.8109,320.605,734.401,73.1305,351.529,854.901
21,0,268.688,343.417,242.32,35.4218,470.093,220.18,-122.496,357.781,238.234,8.32048,215.222,224.851,268.115,352.906,135.083,212.563,460.628,158.874,-53.8211,471.08,152.993,-115.058,350.189,145.013,125.176,502.457,487.338,0.152875,509.811,534.847,-96.8122,489.398,472.326,71.2903,444.025,567.996,79.5051,311.34,630.583,77.0988,229.444,508.527,26.1442,205.668,397.508,123.198,208.414,395.315,69.0118,506.737,395.619,167.864,426.404,775.868,79.0514,514.039,844.492,-10.2642,424.154,778.75,57.8109,320.598,734.389,73.1321,351.508,854.9
22,0,268.72,343.373,242.323,35.43,470.072,220.171,-122.496,357.777,238.226,8.32022,215.221,224.795,268.136,352.906,135.115,212.576,460.593,158.867,-53.8107,471.082,152.991,-115.064,350.201,145.012,125.21,502.439,487.333,0.172547,509.818,534.845,-96.795,489.416,472.323,71.3052,444.038,567.994,79.4908,311.338,630.583,77.0791,229.451,508.526,26.1265,205.677,397.487,123.185,208.411,395.3,69.0476,506.729,395.613,167.885,426.368,775.88,79.0769,514.011,844.503,-10.2574,424.148,778.76,57.8064,320.589,734.353,73.1435,351.479,854.894
23,0,268.755,343.334,242.319,35.4297,470.046,220.157,-122.508,357.767,238.224,8.29684,215.206,224.842,268.147,352.861,135.104,212.595,460.579,158.857,-53.8073,471.045,152.956,-115.065,350.193,145.002,125.228,502.425,487.322,0.196668,509.815,534.834,-96.7823,489.424,472.316,71.3096,444.025,567.993,79.4785,311.348,630.57,77.0622,229.458,508.532,26.0907,205.693,397.506,123.158,208.415,395.301,69.0715,506.706,395.582,167.885,426.309,775.873,79.0919,513.984,844.527,-10.2516,424.145,778.762,57.7841,320.575,734.357,73.1452,351.448,854.885
24,0,268.781,343.323,242.32,35.4284,470.019,220.137,-122.525,357.764,238.219,8.28941,215.202,224.852,268.164,352.831,135.078,212.607,460.55,158.826,-53.8052,471.029,152.937,-115.079,350.191,145.001,125.252,502.419,487.303,0.215351,509.824,534.822,-96.7636,489.438,472.296,71.3173,444.026,567.971,79.4667,311.353,630.567,77.0382,229.46,508.535,26.0703,205.695,397.519,123.141,208.403,395.282,69.0854,506.715,395.568,167.903,426.277,775.884,79.1123,513.949,844.546,-10.2472,424.136,778.768,57.7744,320.557,734.327,73.1431,351.414,854.868
25,0,268.783,343.307,242.326,35.429,470.008,220.126,-122.526,357.751,238.211,8.28269,215.197,224.846,268.169,352.827,135.093,212.615,460.534,158.821,-53.8069,471.02,152.933,-115.085,350.189,145.007,125.269,502.411,487.292,0.222259,509.838,534.815,-96.7553,489.454,472.286,71.3203,444.035,567.973,79.4518,311.36,630.549,77.0232,229.473,508.528,26.0465,205.71,397.5,123.122,208.407,395.284,69.0975,506.72,395.565,167.908,426.252,775.884,79.1246,513.918,844.562,-10.2495,424.13,778.775,57.7647,320.552,734.291,73.1334,351.376,854.849
26,0,268.733,343.338,242.325,35.4114,470.011,220.14,-122.537,357.745,238.223,8.26488,215.194,224.85,268.139,352.845,135.119,212.572,460.555,158.843,-53.833,471.027,152.959,-115.092,350.183,145.005,125.258,502.42,487.297,0.221602,509.862,534.812,-96.7641,489.478,472.282,71.4938,443.755,567.702,79.4351,311.363,630.56,77.0011,229.481,508.526,26.0361,205.718,397.501,123.104,208.402,395.281,69.0929,506.726,395.566,167.889,426.235,775.883,79.1201,513.898,844.584,-10.2519,424.119,778.773,57.7566,320.558,734.252,73.1215,351.352,854.839
27,0,268.666,343.342,242.301,35.3811,470.024,220.141,-122.563,357.754,238.239,8.26509,215.182,224.832,268.103,352.871,135.14,212.533,460.584,158.879,-53.8531,471.044,152.958,-115.104,350.174,144.998,125.241,502.433,487.304,0.208416,509.892,534.811,-96.7679,489.498,472.282,71.3025,444.084,567.977,79.4321,311.368,630.551,76.9832,229.481,508.534,26.0248,205.721,397.488,123.09,208.404,395.273,69.0901,506.741,395.569,167.869,426.227,775.881,79.1073,513.878,844.599,-10.2587,424.105,778.769,57.7456,320.539,734.244,73.1019,351.325,854.841
28,0,268.625,343.389,242.306,35.3623,470.034,220.15,-122.561,357.733,238.23,8.26099,215.18,224.866,268.065,352.857,135.094,212.503,460.593,158.873,-53.8846,471.046,152.966,-115.121,350.178,145.003,125.228,502.451,487.307,0.194911,509.927,534.818,-96.7753,489.521,472.278,71.2921,444.109,567.983,79.4294,311.37,630.551,76.9782,229.491,508.511,25.9999,205.719,397.531,123.077,208.402,395.283,69.0761,506.759,395.566,167.853,426.218,775.884,79.0919,513.856,844.608,-10.2686,424.094,778.77,57.7398,320.533,734.219,73.0717,351.309,854.838
29,0,268.59,343.4,242.298,35.3423,470.038,220.162,-122.581,357.736,238.234,8.24557,215.187,224.826,268.061,352.876,135.122,212.499,460.578,158.851,-53.9012,471.05,152.983,-115.129,350.18,145.003,125.224,502.462,487.32,0.185715,509.944,534.822,-96.7788,489.533,472.278,71.2939,444.118,567.988,79.4225,311.37,630.538,76.9557,229.486,508.516,25.9843,205.733,397.526,123.058,208.398,395.286,69.068,506.775,395.582,167.842,426.211,775.896,79.0735,513.845,844.617,-10.2733,424.079,778.764,57.7331,320.522,734.211,73.0549,351.302,854.84
