Trajectories
100
,,WRAPS2_Chawin:P_Top_R,,,WRAPS2_Chawin:P_Front_L,,,WRAPS2_Chawin:P_Top_L,,,WRAPS2_Chawin:P_Back_L,,,WRAPS2_Chawin:P_Hip_R,,,WRAPS2_Chawin:P_ASIS_R,,,WRAPS2_Chawin:P_ASIS_L,,,WRAPS2_Chawin:P_Hip_L,,,WRAPS2_Chawin:T_Front_R,,,WRAPS2_Chawin:T_Front_L,,,WRAPS2_Chawin:T_Side_L,,,WRAPS2_Chawin:T_SternalNotch,,,WRAPS2_Chawin:T_C7,,,WRAPS2_Chawin:T_T8_Top,,,WRAPS2_Chawin:T_T8_L,,,WRAPS2_Chawin:T_T8_R,,,WRAPS2_Chawin:T_Xyphoid,,,WRAPS2_Chawin:H_Ear_R,,,WRAPS2_Chawin:H_Forehead,,,WRAPS2_Chawin:H_Ear_L,,,WRAPS2_Chawin:H_Occiput,,,WRAPS2_Chawin:H_Vertex,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
20,0,264.202,327.886,237.665,32.4901,459.769,223.955,-126.399,347.184,235.357,2.28532,203.3,213.763,258.571,340.341,129.694,209.755,451.658,162.269,-56.606,464.628,156.965,-120.645,342.166,143.766,122.259,474.429,483.329,-2.48691,482.174,531.643,-99.9923,466.054,468.583,67.2972,410.64,566.164,71.6711,276.92,621.682,69.3109,202.93,495.869,17.834,183.606,383.726,114.9,185.643,379.958,65.7474,481.491,396.292,168.267,402.42,775.005,80.9253,493.19,840.353,-9.1224,399.803,781.697,57.9142,294.519,741.345,75.5655,331.314,860.047
21,0,264.198,327.872,237.647,32.4863,459.761,223.981,-126.401,347.159,235.349,2.27619,203.3,213.769,258.574,340.338,129.695,209.755,451.653,162.289,-56.5963,464.608,156.961,-120.659,342.162,143.76,122.292,474.392,483.325,-2.45339,482.143,531.655,-99.9628,466.042,468.606,67.3291,410.618,566.159,71.6976,276.885,621.697,69.3238,202.908,495.856,17.8495,183.606,383.691,114.903,185.627,379.94,65.7646,481.462,396.288,168.334,402.349,775.002,80.9972,493.135,840.382,-9.0656,399.759,781.71,57.9817,294.487,741.295,75.6425,331.251,860.04
22,0,264.21,327.871,237.666,32.4944,459.764,223.993,-126.39,347.173,235.361,2.2652,203.28,213.713,258.585,340.344,129.695,209.773,451.663,162.308,-56.5992,464.626,156.996,-120.648,342.185,143.774,122.327,474.383,483.319,-2.41961,482.128,531.658,-99.9486,466.035,468.621,67.3646,410.608,566.167,71.732,276.861,621.715,69.345,202.898,495.825,17.8564,183.602,383.686,114.91,185.612,379.899,65.7859,481.464,396.29,168.375,402.286,774.971,81.0772,493.079,840.399,-9.00039,399.721,781.726,58.0421,294.461,741.252,75.7159,331.184,860.029
23,0,264.206,327.852,237.642,32.508,459.769,224.005,-126.372,347.178,235.373,2.2694,203.272,213.681,258.573,340.342,129.683,209.776,451.653,162.288,-56.5883,464.627,157.011,-120.62,342.178,143.779,122.364,474.369,483.309,-2.38117,482.111,531.655,-99.8978,466.034,468.624,67.426,410.594,566.132,71.7826,276.834,621.698,69.3612,202.876,495.817,17.869,183.594,383.629,114.927,185.594,379.868,65.8092,481.459,396.296,168.423,402.248,774.964,81.1629,493.019,840.415,-8.92942,399.688,781.74,58.0921,294.43,741.235,75.7853,331.107,860.003
24,0,264.212,327.836,237.649,32.4981,459.742,224.009,-126.383,347.149,235.365,2.27185,203.254,213.7,258.584,340.33,129.66,209.764,451.639,162.294,-56.5937,464.622,157.04,-120.629,342.142,143.743,122.381,474.335,483.294,-2.35381,482.085,531.655,-99.885,466.008,468.633,67.4482,410.572,566.14,71.8223,276.808,621.704,69.3856,202.859,495.794,17.8724,183.581,383.621,114.936,185.582,379.841,65.8152,481.437,396.277,168.467,402.163,774.94,81.2462,492.952,840.439,-8.86818,399.652,781.746,58.1388,294.383,741.228,75.8448,331.031,859.987
25,0,264.203,327.869,237.664,32.5041,459.736,224.029,-126.379,347.149,235.378,2.27932,203.247,213.612,258.589,340.352,129.662,209.762,451.639,162.306,-56.5953,464.635,157.075,-120.638,342.157,143.771,122.402,474.326,483.293,-2.32613,482.07,531.653,-99.8591,466,468.641,67.4772,410.555,566.155,71.8559,276.783,621.69,69.3962,202.835,495.775,17.8793,183.569,383.592,114.938,185.582,379.798,65.8273,481.433,396.281,168.536,402.085,774.917,81.3427,492.892,840.461,-8.80499,399.623,781.763,58.1829,294.352,741.182,75.8997,330.965,859.977
26,0,264.212,327.824,237.648,32.5166,459.734,224.05,-126.365,347.125,235.372,2.2671,203.22,213.602,258.592,340.335,129.66,209.78,451.644,162.311,-56.5751,464.625,157.092,-120.612,342.151,143.76,122.442,474.31,483.288,-2.29162,482.038,531.656,-99.8275,465.993,468.658,67.5383,410.535,566.117,71.886,276.755,621.696,69.4146,202.816,495.762,17.8807,183.55,383.573,114.947,185.552,379.799,65.8419,481.428,396.277,168.594,402.034,774.898,81.4273,492.841,840.485,-8.73297,399.586,781.78,58.2164,294.308,741.176,75.9728,330.893,859.964
27,0,264.234,327.821,237.643,32.5192,459.711,224.056,-126.358,347.102,235.374,2.27002,203.202,213.571,258.598,340.336,129.652,209.792,451.619,162.317,-56.5699,464.624,157.111,-120.607,342.139,143.767,122.474,474.275,483.27,-2.25451,482.012,531.666,-99.7986,465.967,468.665,67.5845,410.503,566.096,71.9167,276.737,621.709,69.435,202.803,495.757,17.886,183.537,383.574,114.962,185.545,379.769,65.86,481.407,396.283,168.651,401.977,774.89,81.5115,492.787,840.501,-8.6655,399.545,781.794,58.2462,294.265,741.186,76.0474,330.83,859.965
28,0,264.249,327.794,237.637,32.5298,459.691,224.072,-126.355,347.093,235.377,2.27052,203.189,213.535,258.608,340.305,129.635,209.8,451.589,162.307,-56.5618,464.615,157.126,-120.603,342.15,143.766,122.503,474.255,483.267,-2.21667,481.97,531.673,-99.7639,465.947,468.683,67.6178,410.45,566.099,71.9483,276.716,621.712,69.4565,202.786,495.739,17.8962,183.515,383.578,114.967,185.514,379.742,65.8806,481.382,396.272,168.708,401.921,774.889,81.5898,492.735,840.514,-8.61256,399.509,781.812,58.2915,294.226,741.164,76.1062,330.771,859.96
29,0,264.259,327.761,237.635,32.5374,459.664,224.075,-126.354,347.075,235.373,2.27728,203.179,213.5,258.622,340.294,129.642,209.815,451.556,162.305,-56.5527,464.596,157.124,-120.596,342.147,143.758,122.533,474.222,483.258,-2.18303,481.94,531.679,-99.7351,465.923,468.693,67.6629,410.429,566.099,71.9823,276.691,621.7,69.4805,202.767,495.714,17.901,183.505,383.562,114.976,185.498,379.75,65.8958,481.366,396.272,168.774,401.886,774.908,81.6722,492.684,840.528,-8.56688,399.472,781.816,58.3275,294.201,741.15,76.1484,330.717,859.956
30,0,264.291,327.712,237.609,32.5542,459.629,224.076,-126.345,347.068,235.365,2.26938,203.169,213.485,258.617,340.286,129.634,209.838,451.54,162.306,-56.516,464.589,157.119,-120.586,342.135,143.746,122.568,474.195,483.249,-2.14881,481.916,531.682,-99.6973,465.903,468.697,67.7006,410.397,566.103,72.0126,276.669,621.691,69.4988,202.751,495.705,17.9166,183.48,383.532,114.983,185.484,379.711,65.9148,481.355,396.266,168.833,401.85,774.915,81.7487,492.638,840.547,-8.69626,399.439,782.107,58.3764,294.173,741.126,76.1927,330.67,859.954
31,0,264.3,327.702,237.61,32.564,459.596,224.073,-126.34,347.039,235.354,2.25439,203.153,213.49,258.617,340.273,129.636,209.849,451.517,162.31,-56.5078,464.568,157.133,-120.59,342.131,143.733,122.59,474.175,483.239,-2.11861,481.889,531.698,-99.6693,465.886,468.717,67.7251,410.365,566.115,72.0403,276.637,621.695,69.519,202.733,495.695,17.9303,183.469,383.538,114.977,185.462,379.717,65.921,481.342,396.266,168.905,401.796,774.917,81.8086,492.594,840.57,-8.64622,399.395,782.124,58.4131,294.137,741.148,76.25,330.62,859.956
